Category,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),0,1,STABLE,left_wall,2,-2,0.02,0.2,0.073668,31817,146.33,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.117189,41812,115.72,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.358024,137444,286.16,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.08787,38110,119.54,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.082943,40220,226.33,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.040728,15943,49.49,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.103709,39626,119.72,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,2,2,0.02,0.2,0.033304,13052,26.74,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,2,0.1,0.2,0.508238,203337,520.71,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.028409,11182,41.58,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.145714,51454,58.63,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.110999,49084,238.1,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.251048,100500,262.75,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,6,-2,0.06,0.2,0.56653,221808,457.85,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.113312,47183,159.09,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.010116,5058,82.57,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.003718,1859,85.95,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,2,-2,0.02,0.2,0.079816,35068,149.88,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.144856,61679,218.43,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.086302,33495,71.69,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.038319,15309,35.64,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.063426,24072,40.96,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.045914,18652,77.8,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.060967,23720,90.56,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.070108,26325,41.95,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.072613,32035,116.42,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.213891,82235,152.98,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.053637,22512,61.04,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.132201,55093,148.42,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.209944,83057,247.67,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.179988,65686,123.7,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.109665,39202,140.48,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.069913,30421,111.28,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,8,2,0.08,0.2,0.579383,236627,590.25,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.149545,60412,149.88,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.028998,13206,93.21,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,2,2,0.02,0.2,0.041777,16020,74.62,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.284627,103163,236.22,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.06258,26086,90.67,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.113987,49392,155.57,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.029007,13594,89.69,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-2,0.04,0.2,0.251852,102627,307.01,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,6,2,0.06,0.2,0.257786,108615,404.26,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.145056,55078,128.95,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,2,0.04,0.2,0.127656,50563,109.69,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.078149,31093,99.44,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.196895,77598,234.26,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,6,-2,0.06,0.2,0.428876,169619,448.57,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.070001,28675,100.4,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.108949,42085,88.42,0,0.0
